Vulnerability ID        Package                                     Severity          Fix                      CVE Refs              Vulnerability URL                                                 Type        Feed Group        Package Path        
CVE-2014-3512           libssl1.0.0-1.0.1e-2                        High              1.0.1e-2+deb7u12         CVE-2014-3512         https://security-tracker.debian.org/tracker/CVE-2014-3512         dpkg        debian:7          pkgdb               
CVE-2014-3512           openssl-1.0.1e-2                            High              1.0.1e-2+deb7u12         CVE-2014-3512         https://security-tracker.debian.org/tracker/CVE-2014-3512         dpkg        debian:7          pkgdb               
CVE-2014-3513           libssl1.0.0-1.0.1e-2                        High              1.0.1e-2+deb7u13         CVE-2014-3513         https://security-tracker.debian.org/tracker/CVE-2014-3513         dpkg        debian:7          pkgdb               
CVE-2014-3513           openssl-1.0.1e-2                            High              1.0.1e-2+deb7u13         CVE-2014-3513         https://security-tracker.debian.org/tracker/CVE-2014-3513         dpkg        debian:7          pkgdb               
CVE-2014-3567           libssl1.0.0-1.0.1e-2                        High              1.0.1e-2+deb7u13         CVE-2014-3567         https://security-tracker.debian.org/tracker/CVE-2014-3567         dpkg        debian:7          pkgdb               
CVE-2014-3567           openssl-1.0.1e-2                            High              1.0.1e-2+deb7u13         CVE-2014-3567         https://security-tracker.debian.org/tracker/CVE-2014-3567         dpkg        debian:7          pkgdb               
CVE-2014-8176           libssl1.0.0-1.0.1e-2                        High              1.0.1e-2+deb7u17         CVE-2014-8176         https://security-tracker.debian.org/tracker/CVE-2014-8176         dpkg        debian:7          pkgdb               
CVE-2014-8176           openssl-1.0.1e-2                            High              1.0.1e-2+deb7u17         CVE-2014-8176         https://security-tracker.debian.org/tracker/CVE-2014-8176         dpkg        debian:7          pkgdb               
CVE-2015-0292           libssl1.0.0-1.0.1e-2                        High              1.0.1e-2+deb7u15         CVE-2015-0292         https://security-tracker.debian.org/tracker/CVE-2015-0292         dpkg        debian:7          pkgdb               
CVE-2015-0292           openssl-1.0.1e-2                            High              1.0.1e-2+deb7u15         CVE-2015-0292         https://security-tracker.debian.org/tracker/CVE-2015-0292         dpkg        debian:7          pkgdb               
CVE-2016-0705           libssl1.0.0-1.0.1e-2                        High              1.0.1e-2+deb7u20         CVE-2016-0705         https://security-tracker.debian.org/tracker/CVE-2016-0705         dpkg        debian:7          pkgdb               
CVE-2016-0705           openssl-1.0.1e-2                            High              1.0.1e-2+deb7u20         CVE-2016-0705         https://security-tracker.debian.org/tracker/CVE-2016-0705         dpkg        debian:7          pkgdb               
CVE-2016-0798           libssl1.0.0-1.0.1e-2                        High              1.0.1e-2+deb7u20         CVE-2016-0798         https://security-tracker.debian.org/tracker/CVE-2016-0798         dpkg        debian:7          pkgdb               
CVE-2016-0798           openssl-1.0.1e-2                            High              1.0.1e-2+deb7u20         CVE-2016-0798         https://security-tracker.debian.org/tracker/CVE-2016-0798         dpkg        debian:7          pkgdb               
CVE-2016-0799           libssl1.0.0-1.0.1e-2                        High              1.0.1e-2+deb7u20         CVE-2016-0799         https://security-tracker.debian.org/tracker/CVE-2016-0799         dpkg        debian:7          pkgdb               
CVE-2016-0799           openssl-1.0.1e-2                            High              1.0.1e-2+deb7u20         CVE-2016-0799         https://security-tracker.debian.org/tracker/CVE-2016-0799         dpkg        debian:7          pkgdb               
CVE-2016-2108           libssl1.0.0-1.0.1e-2                        High              1.0.1e-2+deb7u21         CVE-2016-2108         https://security-tracker.debian.org/tracker/CVE-2016-2108         dpkg        debian:7          pkgdb               
CVE-2016-2108           openssl-1.0.1e-2                            High              1.0.1e-2+deb7u21         CVE-2016-2108         https://security-tracker.debian.org/tracker/CVE-2016-2108         dpkg        debian:7          pkgdb               
CVE-2016-2109           libssl1.0.0-1.0.1e-2                        High              1.0.1e-2+deb7u21         CVE-2016-2109         https://security-tracker.debian.org/tracker/CVE-2016-2109         dpkg        debian:7          pkgdb               
CVE-2016-2109           openssl-1.0.1e-2                            High              1.0.1e-2+deb7u21         CVE-2016-2109         https://security-tracker.debian.org/tracker/CVE-2016-2109         dpkg        debian:7          pkgdb               
CVE-2016-2177           libssl1.0.0-1.0.1e-2                        High              1.0.1t-1+deb7u1          CVE-2016-2177         https://security-tracker.debian.org/tracker/CVE-2016-2177         dpkg        debian:7          pkgdb               
CVE-2016-2177           openssl-1.0.1e-2                            High              1.0.1t-1+deb7u1          CVE-2016-2177         https://security-tracker.debian.org/tracker/CVE-2016-2177         dpkg        debian:7          pkgdb               
CVE-2016-2182           libssl1.0.0-1.0.1e-2                        High              1.0.1t-1+deb7u1          CVE-2016-2182         https://security-tracker.debian.org/tracker/CVE-2016-2182         dpkg        debian:7          pkgdb               
CVE-2016-2182           openssl-1.0.1e-2                            High              1.0.1t-1+deb7u1          CVE-2016-2182         https://security-tracker.debian.org/tracker/CVE-2016-2182         dpkg        debian:7          pkgdb               
CVE-2016-2842           libssl1.0.0-1.0.1e-2                        High              1.0.1e-2+deb7u20         CVE-2016-2842         https://security-tracker.debian.org/tracker/CVE-2016-2842         dpkg        debian:7          pkgdb               
CVE-2016-2842           openssl-1.0.1e-2                            High              1.0.1e-2+deb7u20         CVE-2016-2842         https://security-tracker.debian.org/tracker/CVE-2016-2842         dpkg        debian:7          pkgdb               
CVE-2016-6303           libssl1.0.0-1.0.1e-2                        High              1.0.1t-1+deb7u1          CVE-2016-6303         https://security-tracker.debian.org/tracker/CVE-2016-6303         dpkg        debian:7          pkgdb               
CVE-2016-6303           openssl-1.0.1e-2                            High              1.0.1t-1+deb7u1          CVE-2016-6303         https://security-tracker.debian.org/tracker/CVE-2016-6303         dpkg        debian:7          pkgdb               
CVE-2016-6304           libssl1.0.0-1.0.1e-2                        High              1.0.1t-1+deb7u1          CVE-2016-6304         https://security-tracker.debian.org/tracker/CVE-2016-6304         dpkg        debian:7          pkgdb               
CVE-2016-6304           openssl-1.0.1e-2                            High              1.0.1t-1+deb7u1          CVE-2016-6304         https://security-tracker.debian.org/tracker/CVE-2016-6304         dpkg        debian:7          pkgdb               
CVE-2018-6913           perl-5.14.2-21+deb7u5                       High              5.14.2-21+deb7u6         CVE-2018-6913         https://security-tracker.debian.org/tracker/CVE-2018-6913         dpkg        debian:7          pkgdb               
CVE-2018-6913           perl-base-5.14.2-21+deb7u5                  High              5.14.2-21+deb7u6         CVE-2018-6913         https://security-tracker.debian.org/tracker/CVE-2018-6913         dpkg        debian:7          pkgdb               
CVE-2018-6913           perl-modules-5.14.2-21+deb7u5               High              5.14.2-21+deb7u6         CVE-2018-6913         https://security-tracker.debian.org/tracker/CVE-2018-6913         dpkg        debian:7          pkgdb               
CVE-2012-4929           libssl1.0.0-1.0.1e-2                        Low               1.0.1e-2+deb7u11         CVE-2012-4929         https://security-tracker.debian.org/tracker/CVE-2012-4929         dpkg        debian:7          pkgdb               
CVE-2012-4929           openssl-1.0.1e-2                            Low               1.0.1e-2+deb7u11         CVE-2012-4929         https://security-tracker.debian.org/tracker/CVE-2012-4929         dpkg        debian:7          pkgdb               
CVE-2014-0076           libssl1.0.0-1.0.1e-2                        Low               1.0.1e-2+deb7u7          CVE-2014-0076         https://security-tracker.debian.org/tracker/CVE-2014-0076         dpkg        debian:7          pkgdb               
CVE-2014-0076           openssl-1.0.1e-2                            Low               1.0.1e-2+deb7u7          CVE-2014-0076         https://security-tracker.debian.org/tracker/CVE-2014-0076         dpkg        debian:7          pkgdb               
CVE-2016-0702           libssl1.0.0-1.0.1e-2                        Low               1.0.1e-2+deb7u20         CVE-2016-0702         https://security-tracker.debian.org/tracker/CVE-2016-0702         dpkg        debian:7          pkgdb               
CVE-2016-0702           openssl-1.0.1e-2                            Low               1.0.1e-2+deb7u20         CVE-2016-0702         https://security-tracker.debian.org/tracker/CVE-2016-0702         dpkg        debian:7          pkgdb               
CVE-2016-2107           libssl1.0.0-1.0.1e-2                        Low               1.0.1e-2+deb7u21         CVE-2016-2107         https://security-tracker.debian.org/tracker/CVE-2016-2107         dpkg        debian:7          pkgdb               
CVE-2016-2107           openssl-1.0.1e-2                            Low               1.0.1e-2+deb7u21         CVE-2016-2107         https://security-tracker.debian.org/tracker/CVE-2016-2107         dpkg        debian:7          pkgdb               
CVE-2016-2178           libssl1.0.0-1.0.1e-2                        Low               1.0.1t-1+deb7u1          CVE-2016-2178         https://security-tracker.debian.org/tracker/CVE-2016-2178         dpkg        debian:7          pkgdb               
CVE-2016-2178           openssl-1.0.1e-2                            Low               1.0.1t-1+deb7u1          CVE-2016-2178         https://security-tracker.debian.org/tracker/CVE-2016-2178         dpkg        debian:7          pkgdb               
CVE-2017-12613          libapr1-1.4.6-3+deb7u1                      Low               1.4.6-3+deb7u2           CVE-2017-12613        https://security-tracker.debian.org/tracker/CVE-2017-12613        dpkg        debian:7          pkgdb               
CVE-2017-12618          libaprutil1-1.4.1-3                         Low               1.4.1-3+deb7u1           CVE-2017-12618        https://security-tracker.debian.org/tracker/CVE-2017-12618        dpkg        debian:7          pkgdb               
CVE-2017-12618          libaprutil1-dbd-sqlite3-1.4.1-3             Low               1.4.1-3+deb7u1           CVE-2017-12618        https://security-tracker.debian.org/tracker/CVE-2017-12618        dpkg        debian:7          pkgdb               
CVE-2017-12618          libaprutil1-ldap-1.4.1-3                    Low               1.4.1-3+deb7u1           CVE-2017-12618        https://security-tracker.debian.org/tracker/CVE-2017-12618        dpkg        debian:7          pkgdb               
CVE-2010-5298           libssl1.0.0-1.0.1e-2                        Medium            1.0.1e-2+deb7u7          CVE-2010-5298         https://security-tracker.debian.org/tracker/CVE-2010-5298         dpkg        debian:7          pkgdb               
CVE-2010-5298           openssl-1.0.1e-2                            Medium            1.0.1e-2+deb7u7          CVE-2010-5298         https://security-tracker.debian.org/tracker/CVE-2010-5298         dpkg        debian:7          pkgdb               
CVE-2011-3389           libgnutls26-2.12.20-8+deb7u5                Medium            None                     CVE-2011-3389         https://security-tracker.debian.org/tracker/CVE-2011-3389         dpkg        debian:7          pkgdb               
CVE-2013-4353           libssl1.0.0-1.0.1e-2                        Medium            1.0.1e-2+deb7u3          CVE-2013-4353         https://security-tracker.debian.org/tracker/CVE-2013-4353         dpkg        debian:7          pkgdb               
CVE-2013-4353           openssl-1.0.1e-2                            Medium            1.0.1e-2+deb7u3          CVE-2013-4353         https://security-tracker.debian.org/tracker/CVE-2013-4353         dpkg        debian:7          pkgdb               
CVE-2013-6449           libssl1.0.0-1.0.1e-2                        Medium            1.0.1e-2+deb7u1          CVE-2013-6449         https://security-tracker.debian.org/tracker/CVE-2013-6449         dpkg        debian:7          pkgdb               
CVE-2013-6449           openssl-1.0.1e-2                            Medium            1.0.1e-2+deb7u1          CVE-2013-6449         https://security-tracker.debian.org/tracker/CVE-2013-6449         dpkg        debian:7          pkgdb               
CVE-2013-6450           libssl1.0.0-1.0.1e-2                        Medium            1.0.1e-2+deb7u1          CVE-2013-6450         https://security-tracker.debian.org/tracker/CVE-2013-6450         dpkg        debian:7          pkgdb               
CVE-2013-6450           openssl-1.0.1e-2                            Medium            1.0.1e-2+deb7u1          CVE-2013-6450         https://security-tracker.debian.org/tracker/CVE-2013-6450         dpkg        debian:7          pkgdb               
CVE-2014-0160           libssl1.0.0-1.0.1e-2                        Medium            1.0.1e-2+deb7u5          CVE-2014-0160         https://security-tracker.debian.org/tracker/CVE-2014-0160         dpkg        debian:7          pkgdb               
CVE-2014-0160           openssl-1.0.1e-2                            Medium            1.0.1e-2+deb7u5          CVE-2014-0160         https://security-tracker.debian.org/tracker/CVE-2014-0160         dpkg        debian:7          pkgdb               
CVE-2014-0195           libssl1.0.0-1.0.1e-2                        Medium            1.0.1e-2+deb7u10         CVE-2014-0195         https://security-tracker.debian.org/tracker/CVE-2014-0195         dpkg        debian:7          pkgdb               
CVE-2014-0195           openssl-1.0.1e-2                            Medium            1.0.1e-2+deb7u10         CVE-2014-0195         https://security-tracker.debian.org/tracker/CVE-2014-0195         dpkg        debian:7          pkgdb               
CVE-2014-0198           libssl1.0.0-1.0.1e-2                        Medium            1.0.1e-2+deb7u9          CVE-2014-0198         https://security-tracker.debian.org/tracker/CVE-2014-0198         dpkg        debian:7          pkgdb               
CVE-2014-0198           openssl-1.0.1e-2                            Medium            1.0.1e-2+deb7u9          CVE-2014-0198         https://security-tracker.debian.org/tracker/CVE-2014-0198         dpkg        debian:7          pkgdb               
CVE-2014-0221           libssl1.0.0-1.0.1e-2                        Medium            1.0.1e-2+deb7u10         CVE-2014-0221         https://security-tracker.debian.org/tracker/CVE-2014-0221         dpkg        debian:7          pkgdb               
CVE-2014-0221           openssl-1.0.1e-2                            Medium            1.0.1e-2+deb7u10         CVE-2014-0221         https://security-tracker.debian.org/tracker/CVE-2014-0221         dpkg        debian:7          pkgdb               
CVE-2014-0224           libssl1.0.0-1.0.1e-2                        Medium            1.0.1e-2+deb7u10         CVE-2014-0224         https://security-tracker.debian.org/tracker/CVE-2014-0224         dpkg        debian:7          pkgdb               
CVE-2014-0224           openssl-1.0.1e-2                            Medium            1.0.1e-2+deb7u10         CVE-2014-0224         https://security-tracker.debian.org/tracker/CVE-2014-0224         dpkg        debian:7          pkgdb               
CVE-2014-3470           libssl1.0.0-1.0.1e-2                        Medium            1.0.1e-2+deb7u10         CVE-2014-3470         https://security-tracker.debian.org/tracker/CVE-2014-3470         dpkg        debian:7          pkgdb               
CVE-2014-3470           openssl-1.0.1e-2                            Medium            1.0.1e-2+deb7u10         CVE-2014-3470         https://security-tracker.debian.org/tracker/CVE-2014-3470         dpkg        debian:7          pkgdb               
CVE-2014-3505           libssl1.0.0-1.0.1e-2                        Medium            1.0.1e-2+deb7u12         CVE-2014-3505         https://security-tracker.debian.org/tracker/CVE-2014-3505         dpkg        debian:7          pkgdb               
CVE-2014-3505           openssl-1.0.1e-2                            Medium            1.0.1e-2+deb7u12         CVE-2014-3505         https://security-tracker.debian.org/tracker/CVE-2014-3505         dpkg        debian:7          pkgdb               
